order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI05516,2018-10-14,17:27:53,Dinner,NS,"[('Salmon', 3), ('Shrimp', 9), ('Fish&Chips', 2)]",679.0,-37.8113965,144.9379083,0,9.953,18.1058097
ORDK07219,2018-09-25,16:47:19,Dinner,BK,"[('Fish&Chips', 1), ('Shrimp', 7)]",413.0,-37.801415899999995,144.9688372,0,7.625,15.028657999999998
ORDY11042,2018-09-25,16:47:19,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 6), ('Pasta', 5), ('Shrimp', 7)]",866.5,-37.832819,144.9905243,0,9.834,13.930118300000002
ORDB00745,2018-03-18,10:32:06,Breakfast,TP,"[('Pancake', 1), ('Coffee', 1), ('Cereal', 5)]",136.75,-37.815016299999996,144.9523001,0,8.849,12.656951199999998
ORDB05549,2018-02-12,09:21:07,Breakfast,TP,"[('Eggs', 3), ('Cereal', 6), ('Coffee', 8), ('Pancake', 7)]",421.75,-37.812042600000005,144.97070730000002,0,8.675,11.405391113362644
ORDB10188,2018-10-17,17:38:01,Dinner,TP,"[('Salmon', 3), ('Shrimp', 4), ('Fish&Chips', 1)]",374.0,-37.8195646,144.9635801,0,7.514,11.9856772
ORDA04256,2018-01-02,08:00:00,Breakfast,BK,"[('Eggs', 4), ('Cereal', 9), ('Coffee', 7), ('Pancake', 4)]",426.5,-37.8121658,144.94205300000002,1,9.505,7.4815604
ORDI04157,2018-04-22,11:43:05,Breakfast,NS,"[('Pancake', 6), ('Eggs', 2)]",189.5,-37.818995,144.95308889999998,0,9.264,16.49406
ORDC06034,2018-11-07,18:18:35,Dinner,NS,"[('Pasta', 5), ('Shrimp', 2)]",245.5,-37.8121351,144.96234119999997,0,7.822,13.886862400000002
ORDK09562,2018-03-14,10:21:58,Breakfast,BK,"[('Pancake', 3), ('Cereal', 6), ('Coffee', 2), ('Eggs', 10)]",433.75,-37.8195096,144.98485480000002,0,6.303,10.769301400000002
ORDC08501,2018-11-15,18:28:43,Dinner,NS,"[('Salmon', 9), ('Shrimp', 9), ('Pasta', 2), ('Fish&Chips', 7)]",1155.0,-37.833333,144.99146509999997,0,10.794,16.8124581
